title,Score,Metascore,Year,Vote,Runtime,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,FilmNoir,History,Horror,Music,Musical,Mystery,Romance,Sci.Fi,Sport,Thriller,War,Western
Neredesin Firuze,7.3,55.84417724609375,2004,7256,128,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Koyla,6.3,46.59470748901367,1997,7252,166,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Siworae,7.7,59.304054260253906,2000,7246,105,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nekromantik,5.1,43.97306823730469,1987,7245,75,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sen Aydinlatirsin Geceyi,8,61.75887680053711,2013,7244,107,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Handmaid's Tale,6,49.944942474365234,1990,7243,109,4.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
House Arrest,5.8,44.58245086669922,1996,7243,108,6.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkisch für Anfänger,5.8,48.96253204345703,2012,7239,105,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punchline,5.8,49.3611946105957,1988,7238,128,21.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calamity Jane,7.3,64.91613006591797,1953,7237,101,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Buddy Holly Story,7.3,68.28935241699219,1978,7236,114,14.36,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maqbool,8.2,68.43494415283203,2003,7235,132,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opening Night,8.1,70.88141632080078,1977,7231,144,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himmatwala,1.7,32.59538650512695,2013,7229,150,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturn 3,5.1,47.034568786621094,1980,7226,96,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Dentist,5.2,39.33272171020508,1996,7226,92,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Shattered,6.5,54.84003448486328,1991,7225,98,11.51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Propaganda,7.1,58.065242767333984,1999,7224,120,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Duel in the Sun,6.9,68.640228271484375,1946,7223,129,20.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pik lik foh,6.4,47.779109954833984,1995,7223,110,NA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le père Noël est une ordure,7.6,65.6188735961914,1982,7220,88,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrtav 'ladan,8.4,68.12232971191406,2002,7220,90,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Zimmer,6.5,45.1757698059082,2005,7219,89,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
California Dreamin',7.9,62.94402313232422,2007,7218,155,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Palmeras en la nieve,7.4,59.1262092590332,2015,7217,163,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sik san,7.4,56.738121032714844,1996,7214,95,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boogeyman 2,5.2,42.980987548828125,2007,7200,93,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
From a House on Willow Street,5,46.69198226928711,2016,7198,90,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Hotel New Hampshire,6,48.00482177734375,1984,7197,109,5.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foolish,5,36.163482666015625,1999,7197,84,6.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirikou et la sorcière,7.6,70.12855529785156,1998,7190,71,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaitan,7.3,61.959259033203125,2011,7189,121,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhadak,4.3,40.295074462890625,2018,7188,138,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Perdita Durango,6.3,52.573429107666016,1997,7186,126,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Friends of Eddie Coyle,7.5,76.41072845458984,1973,7182,102,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other People's Money,6.1,52.20638656616211,1991,7180,103,25.68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Diary of a Chambermaid,7.6,77.13916015625,1964,7180,97,0.02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,4.7,32.801090240478516,2001,7179,89,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Letter to Three Wives,7.8,73.95525360107422,1949,7174,103,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Three Godfathers,7.2,72.4175796508789,1948,7166,106,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
St Trinian's 2: The Legend of Fritton's Gold,5.4,41.845699310302734,2009,7164,106,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall of the Roman Empire,6.8,67.74266815185547,1964,7163,188,4.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Le genou de Claire,7.8,73.44776153564453,1970,7163,105,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Virgin,4.3,27.183561325073242,2009,7163,88,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackboard Jungle,7.4,74.961669921875,1955,7163,101,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kull the Conqueror,4.8,31.08805274963379,1997,7163,95,6.09,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tenderness,5.5,40.02621078491211,2009,7160,101,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wedlock,5.9,41.43510437011719,1991,7159,101,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gathering,5.7,47.02162170410156,2002,7157,96,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Der Wixxer,6.2,41.76076126098633,2004,7157,85,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It Came from Outer Space,6.6,70.60566711425781,1953,7156,81,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bekushiru: 2077 Nihon sakoku,6.9,50.64668273925781,2007,7151,109,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sidekicks,5,31.745119094848633,1992,7149,101,17.18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutorîto Faitâ II gekijô-ban,7.3,64.24649810791016,1994,7146,102,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wir sind die Nacht,6.3,58.003238677978516,2010,7144,99,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Osterman Weekend,5.9,44.90793228149414,1983,7141,103,6.49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bullet,6.6,51.1539192199707,1996,7139,96,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Port of Shadows,7.7,84.51861572265625,1938,7139,91,0.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Picnic,7.2,68.8555908203125,1956,7138,115,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Colossus: The Forbin Project,7.2,69.31763458251953,1970,7135,100,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Old Dark House,7.2,85.097412109375,1932,7134,72,0.03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Agneepath,7.7,61.33876419067383,1990,7133,174,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Tycoon,6.3,62.548545837402344,1976,7132,123,1.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Urge,4.8,38.534732818603516,2016,7128,89,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waterloo,7.3,76.22171783447266,1970,7121,132,3.05,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajnabee,6.6,49.06117248535156,2001,7119,165,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
In Harm's Way,7.3,76.02938079833984,1965,7115,165,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prey,4.7,40.430625915527344,2007,7112,92,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rurôni Kenshin: Densetsu no saigo-hen,7.6,68.1383056640625,2014,7111,134,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drowning by Numbers,7.3,68.7847671508789,1988,7105,118,0.42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laid to Rest,5.3,38.93557357788086,2009,7100,90,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Les Valseuses,7.4,68.22203826904297,1974,7099,150,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Voyage of Sinbad,6.8,65.94354248046875,1973,7099,105,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Countess,6.3,49.7624626159668,2009,7099,98,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bat*21,6.4,58.026126861572266,1988,7095,105,3.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Journey to Italy,7.4,75.52012634277344,1954,7094,85,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beat the Devil,6.6,59.92888259887695,1953,7093,95,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glenn Miller Story,7.3,74.37747955322266,1954,7089,115,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Virgin Territory,4.8,39.93586349487305,2007,7086,97,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Phantasm III: Lord of the Dead,6.1,48.04411315917969,1994,7082,91,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Blink,6.2,50.59196090698242,1993,7081,106,16.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Body Snatcher,7.4,83.71222686767578,1945,7078,77,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rush,6.7,59.03407669067383,1991,7074,120,7.24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad Rasoolollah,7.7,62.62836837768555,2015,7073,162,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prelude to a Kiss,5.6,38.78689956665039,1992,7071,105,20.01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gang Related,6.5,55.68113327026367,1997,7070,111,5.79,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man About Town,5.6,42.015010833740234,2006,7068,96,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Pacific,6.9,58.045162200927734,1958,7063,157,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Heropanti,5.3,41.06470489501953,2014,7054,146,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zweiohrküken,5.7,40.33974838256836,2009,7052,124,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Talvisota,7.8,63.25022506713867,1989,7051,199,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Liza, a rókatündér",7.6,52.21657180786133,2015,7049,98,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Comancheros,6.9,63.767112731933594,1961,7046,107,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shenandoah,7.4,75.73004913330078,1965,7046,105,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
L: Change the World,6.2,46.789859771728516,2008,7046,129,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Pawnbroker,7.8,77.0097427368164,1964,7044,116,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dzien swira,8.2,64.21833801269531,2002,7041,93,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gloria,7.1,61.77873611450195,1980,7040,123,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dodsworth,8.1,81.859771728515625,1936,7040,101,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Okkadu,8.1,56.141197204589844,2003,7040,170,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Boston Strangler,7.1,71.32109832763672,1968,7038,116,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Still Crazy,7.1,64.18724060058594,1998,7036,95,0.48,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Heaven Knows, Mr. Allison",7.4,77.034759521484375,1957,7034,108,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call of Cthulhu,7.3,70.44651794433594,2005,7034,47,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Call Northside 777,7.4,74.961669921875,1948,7034,112,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Demon Seed,6.3,60.38868713378906,1977,7032,94,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Cowboy Way,5.8,40.808815002441406,1994,7032,102,20.28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent,7.3,70.57861328125,1997,7031,105,0.37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Wang Jiao ka men,7.1,57.32389831542969,1988,7027,102,0.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mamma Roma,7.9,80.3240737915039,1962,7023,106,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bol Bachchan,5.5,47.778839111328125,2012,7022,155,1.22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruvi,8.9,68.28680419921875,2016,7021,130,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Champ,6.8,57.112091064453125,1979,7020,121,30.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Filofax,6.4,53.58009719848633,1990,7020,108,20.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahara,7.6,71.60533905029297,1943,7018,97,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Adventures of Huck Finn,6.2,55.53256607055664,1993,7017,108,24.1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We're No Angels,7.5,64.9051284790039,1955,7009,106,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghoulies,4.1,33.45794677734375,1984,7007,81,35,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Heavy Metal 2000,5.4,40.51200485229492,2000,7007,88,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalaivaa,6.3,46.17416000366211,2013,7006,182,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die bitteren Tränen der Petra von Kant,7.8,73.44776153564453,1972,7005,124,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bi Küçük Eylül Meselesi,7.3,60.50503921508789,2014,7003,106,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Surf Ninjas,5,31.999038696289063,1993,7002,87,4.92,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Gun for Hire,7.5,82.06262969970703,1942,6999,81,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Scent of Green Papaya,7.4,72.1548843383789,1993,6998,104,1.91,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
La casa muda,5.4,51.327186584472656,2010,6998,86,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
El desconocido,6.6,50.4597282409668,2015,6996,102,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Targets,7.4,81.717620849609375,1968,6996,90,NA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jane Eyre,7.6,84.2481460571289,1943,6989,97,3.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vision Quest,6.6,60.5684814453125,1985,6988,107,12.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Mackenna's Gold,6.8,62.59050750732422,1969,6986,136,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Go with Me,5.2,40.092105865478516,2015,6985,90,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I Want Candy,5.4,36.10676193237305,2007,6982,87,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davaro: Son Eskiya,8.2,73.456268310546875,1981,6979,94,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates,6.1,52.48689270019531,1986,6978,121,1.64,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wer,5.9,48.41629409790039,2013,6978,89,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Sicilian Vampire,7,69.5433578491211,2015,6978,124,NA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Suburban Girl,5.5,41.67300033569336,2007,6977,97,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1776,7.6,80.365447998046875,1972,6972,141,6.1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Honkytonk Man,6.6,60.06836700439453,1982,6972,122,4.48,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shi yue wei cheng,6.8,52.876380920410156,2009,6966,139,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last American Virgin,6.3,56.98046875,1982,6965,92,5.83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Passion of Anna,7.8,78.2856216430664,1969,6964,101,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Russians Are Coming! The Russians Are Coming!,7.1,67.93785858154297,1966,6962,126,21.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Beast of Yucca Flats,2.4,41.87557601928711,1961,6961,54,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Tarde para la ira,6.8,57.419559478759766,2016,6960,92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Class of Nuke 'Em High,5.7,53.51066207885742,1986,6960,85,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
El infierno,7.8,55.54216003417969,2010,6960,145,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi nismo andjeli,8.4,59.11845397949219,1992,6960,98,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Shop on Main Street,8.1,81.10601043701172,1965,6958,128,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Man from Snowy River,7.3,68.71351623535156,1982,6952,102,20.66,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles is liefde,7,46.8302001953125,2007,6951,110,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kolpaçino,6,37.20074462890625,2009,6950,98,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchors Aweigh,7.2,65.3917007446289,1945,6948,140,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Secret Agent,6.6,68.81844329833984,1936,6943,86,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Soy Cuba,8,87.91992950439453,1964,6943,108,0.16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Poultrygeist: Night of the Chicken Dead,6.2,52.872501373291016,2006,6942,103,0.02,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A Perfect Plan,6.3,51.7211799621582,2012,6942,104,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lonely Are the Brave,7.7,76.63020324707031,1962,6941,107,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Knight Moves,6.1,51.806251525878906,1992,6939,116,0.92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tabutta Rövasata,7.8,71.91504669189453,1996,6936,75,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Meteor Man,5.1,36.03394317626953,1993,6932,100,8.02,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Island of Lost Souls,7.5,86.43926239013672,1932,6930,70,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
La vie rêvée des anges,7.5,73.486846923828125,1998,6928,113,1.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter Nowhere,6.6,49.274654388427734,2011,6927,90,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
The Liability,5.9,42.508663177490234,2012,6927,82,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La boum,6.7,50.47414016723633,1980,6924,110,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Real Gangsters,6.8,59.07538604736328,2013,6920,88,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Essential Killing,6.1,45.2335319519043,2010,6917,83,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Humshakals,1.8,24.993555068969727,2014,6916,159,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Largo Winch II,6.2,53.171104431152344,2011,6916,114,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Birthday to Me,6.1,55.299522399902344,1981,6906,111,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Yennai Arindhaal,7.3,58.582603454589844,2015,6905,168,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Three Wishes for Cinderella,7.9,85.57966613769531,1973,6904,75,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dedemin Insanlari,8,64.2493896484375,2011,6903,126,NA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Admiral,6.8,54.408294677734375,2008,6900,124,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Perfectos desconocidos,7,58.390499114990234,2017,6899,97,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Cry Wolf,7.6,71.05667877197266,1983,6898,105,29.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Prix,7.2,68.23704528808594,1966,6893,176,20.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nuns on the Run,5.9,40.36529541015625,1990,6893,89,10.96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor Knight,7.3,64.4864501953125,1947,6890,95,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
La cité de la peur,7.7,59.65177917480469,1994,6888,93,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talkin' Dirty After Dark,5.2,39.9283332824707,1991,6887,89,0.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pygmalion,7.9,89.72518157958984,1938,6886,96,3.05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Can't Think Straight,6.6,57.71062088012695,2008,6884,82,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jailhouse Rock,6.6,66.16059112548828,1957,6884,96,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ghost Dad,4.3,29.335622787475586,1990,6884,83,24.71,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
